song_id,platform_id,released_year,language,number_of_comments
4414,T89284,2008,en-US,772
1274,P196970,1986,en-US,1509
6717,T8462184,2010,eng,76
6284,W28507,1992,eng,138
4374,U23398625,2015,eng,3661
3243,W333867,1955,en-US,1955
8656,T129984,1998,en-GB,1301
25,Q136251,2007,eng,51942
2247,U193755,1997,en-US,3657
9137,Y121809,1989,eng,679
8552,V11436,2004,eng,193
497,U3685,1877,eng,3377
4948,W2260637,2008,eng,1252
1193,S439173,1996,en-US,3165
8403,U31795,1926,eng,631
4909,T64864,1998,eng,524
8191,R4765642,2008,eng,295
1431,V7996,1986,eng,2889
9247,T762134,1956,eng,985
4411,U37875,2004,en-US,404
2846,T5344,1854,eng,2098
8963,Q149621,1963,eng,197
952,P9420,2007,eng,2434
4361,T889284,1985,en-US,1007
6186,Q34871,1989,eng,61
8368,Q541341,2007,,1649
7770,R85622,2001,eng,1142
1455,T13438524,2012,eng,8825
6565,Y8563789,2011,eng,2805
7937,T13562054,2012,ara,1754
4091,X517188,1961,eng,1752
8621,W18655937,2014,,1986
8919,Q17225311,2013,,2619
3969,U414895,1963,eng,1025
8499,R22693222,2015,,1583
4432,Y1894269,2008,eng,776
6621,Y20312459,2015,eng,2099
1914,Q41811,1954,eng,1689
1707,V232576,1964,eng,1980
5507,R15752,2002,,643
8550,V23197346,2015,eng,1234
1564,U7675,1994,,710
7052,V130916,1999,en-US,663
9857,Q10461,1958,en-US,278
2423,V3684856,2009,en-US,3161
3555,Y2195289,2008,eng,3643
7796,U491735,2003,,686
4690,P191170,2002,en-US,351
6203,T7715664,2010,eng,882
8214,S419103,1994,en-US,270
9873,U10537195,2011,eng,798
1568,S27362503,2016,eng,15878
8536,S6021523,2009,eng,551
5772,R142292,2006,en-US,2900
323,W9717,1984,eng,10682
8139,Q17675031,2014,eng,1934
9428,X313998,1981,en-US,90
5918,R97632,2006,en-US,435
4304,R6065182,2009,en-US,4267
7363,Q363851,2006,en-US,1522
7742,Q3216451,2008,en-US,1207
5374,Q26101,1970,eng,781
3787,R5182,1995,eng,489
1942,T10211494,2011,en-US,4440
8173,V176326,2006,en-US,576
4184,R18630542,2014,eng,2852
4660,P12540,1993,eng,1631
3740,Y598159,2003,en-US,237
1105,V106,1969,eng,2283
3539,P1215290,1958,en-US,83
7293,Y364089,1996,eng,355
7778,W27297,-476,eng,468
1951,W13643567,2012,eng,7708
9777,T8428984,2010,en-GB,787
4263,T2277444,2008,eng,746
2032,T106264,1985,eng,2038
3988,Y833549,1976,en-US,198
2377,V13253276,2013,en-CA,4142
9253,S432283,1971,en-US,241
1659,U530965,1951,eng,2372
8651,T10084,1998,eng,237
7899,P280240,1986,eng,514
5523,Y2879,2004,eng,62
9700,X15824358,2003,eng,493
6214,X15743078,2012,eng,255
9104,R467032,1954,eng,449
5308,R17165932,2014,eng,2060
9371,W7987,1999,,165
1116,U7913305,2010,eng,4023
940,V18693716,2014,eng,9884
1377,T147074,2002,,39
1216,S3273,2003,en-US,7740
3505,R38462,1956,eng,2249
3890,W838917,1997,,183
6049,Q107821,2007,,2439
5680,V9682816,2011,eng,1277
5331,R156532,2007,eng,365
283,W12067,1990,en-US,13914
5618,P28686830,2016,eng,2740
3407,T46544,2002,en-US,1085
3914,T15793074,2013,eng,1980
4714,T27406704,2014,eng,4613
6107,U25279165,2016,eng,2518
6367,P10836810,2012,en-US,330
9421,V1468706,2008,en-GB,1098
7867,W23245587,2015,,1309
5834,S8437913,2010,eng,1181
2707,X13707738,2011,eng,1933
6668,W460717,1974,,261
8788,X14028,1937,eng,1095
9546,P23460830,2015,eng,1298
8266,T8456124,2011,en-US,318
7265,T15722284,2015,eng,1704
3410,P133430,1974,en-US,655
5131,T29519514,2016,eng,3523
3246,Y11289,1997,eng,1040
1653,U285205,2007,eng,3154
8843,S428223,2006,en-US,1718
9429,V513176,1996,en-GB,323
2798,U18765,1934,eng,1862
7567,Q6688121,2009,ind,1067
4903,U18867685,2013,eng,849
4950,U11178225,2013,eng,4388
418,Y6479259,2010,eng,8030
1608,U7719245,2010,eng,5783
1282,S17803,2004,eng,5322
136,Q137791,1996,en-US,3867
1898,V17855756,2013,eng,3422
4107,P8346300,2010,,37
4775,Y153779,2009,eng,993
6225,W584637,1861,eng,229
1628,Y12287209,2011,eng,3651
7417,X765148,,en-US,946
5406,X16178,2006,eng,2448
4773,U336245,2004,eng,727
2627,W6260997,2008,eng,4627
1362,Q13891,2000,en-US,1340
7506,X18878,1982,eng,369
3337,U13545075,2012,,3752
1934,R6566722,2008,en-US,4487
2221,U20758175,2014,,5564
1482,Y22450859,2014,eng,7303
2700,Y17905709,2013,eng,4927
8446,S13063,2002,,763
2453,R149302,1985,en-GB,591
91,W6186357,2009,eng,48942
5797,R43342,1998,en-US,445
8106,U13003565,2012,eng,494
7810,W26097,1995,en-US,650
7771,Q19631,1998,eng,976
2334,W11250317,2011,eng,8419
7144,W9798177,2011,eng,1838
9275,U161415,1974,,209
808,V9673436,2007,eng,13128
626,R420282,1985,en-US,2498
50,Y30119,1974,eng,9234
9467,T20646604,2013,eng,2408
6239,Y5111039,2009,eng,346
7777,U9443405,2011,en-US,1580
9470,Y29236299,2016,eng,4612
1472,W20560137,2015,eng,14542
1663,Q68591,1990,por,2675
2641,Y17262159,2013,eng,3558
7645,P2430,1997,eng,145
8404,S110763,1979,en-US,504
8389,R52872,2007,en-US,1894
7335,S845403,1986,en-US,697
872,Y11989,1947,en-US,3494
4752,Y28477789,2016,eng,3250
5989,W3697927,2009,eng,3319
7991,W16307,1969,eng,1078
2914,S3483,2006,eng,4754
9601,U161275,1985,eng,157
9402,X17478,1942,eng,196
4129,X111218,2006,eng,1589
3772,V42986,1978,eng,684
2116,R22055262,2015,eng,11789
3423,R785092,2005,,779
5748,Q17781,2000,en-US,502
631,P170210,2005,eng,3733
4110,T288644,2005,eng,2541
5712,Q18172471,2014,eng,1797
2934,R14142,1956,eng,1269
5586,Y156529,2005,eng,402
2265,R6686092,2010,en-US,2084
1805,V3575676,2009,en-US,809
5231,P2458340,2010,eng,3927
6764,S15833693,2013,eng,1322
2969,Q4703581,2009,eng,4285
3745,T657034,2007,eng,2546
441,T6320534,2009,eng,13086
2037,U28214365,2016,eng,7843
5933,T3181564,2003,eng,3382
2585,U6081685,2006,eng,409
4916,W8967,2001,,620
7301,V110386,2003,eng,1031
9240,Y45369,2005,eng,1291
10,U1885,1813,eng,49152
9636,V100476,2004,eng,956
78,Y5139,2003,eng,8024
369,R22232,2000,eng,11717
8037,T752994,1666,eng,250
5367,X840278,1984,en-US,537
3348,P153540,1942,eng,898
3907,P34080,1922,eng,718
7416,W76527,1767,eng,939
3669,S173673,1975,,425
5236,V15793186,2013,en-GB,2430
3134,U13540215,2012,,5163
2532,X15820748,2013,,3588
4556,R84142,2004,eng,1100
9570,U16170625,2013,ara,1112
4522,U25451555,2015,eng,2570
6879,V8649656,2010,eng,998
9837,Y18079719,2014,eng,2898
6001,T16047244,2012,eng,1464
4803,R17660462,2013,eng,1577
748,V5161066,2009,eng,4315
7332,P180930,1988,en-US,410
3721,U272315,2007,,967
9891,U1365225,1981,spa,598
2397,W76237,1985,,36
1236,X22288,2005,eng,3775
6021,U8725,2001,eng,936
343,R24192,1996,eng,1700
286,Y3063499,2008,en-US,9476
978,P11559200,2012,eng,11911
4529,S13554713,2012,eng,812
2292,R13637412,2012,ara,7069
2883,X10908,1993,eng,2461
6877,Y5849,1961,en-GB,647
5450,R20803962,2013,,2107
8226,Q341281,1887,eng,381
4893,Q148821,2000,en-US,677
3301,V282356,1997,en-US,283
5850,R6357022,2009,eng,1612
6803,T15828714,2013,eng,1347
4246,X22698568,2015,eng,3535
9632,P28700,2007,eng,1207
7097,X22428828,2015,eng,1993
832,R268602,1995,en-US,4462
4560,T3764,1957,eng,860
7155,W3447,1994,eng,1156
4890,T124524,1976,en-US,244
9773,V325416,1922,,460
4180,R279692,1982,en-US,171
4012,U1270615,2007,en-CA,997
5609,T30224,2006,en-US,468
3136,W41967,1996,en-GB,856
1314,S22463,1859,eng,1729
8830,U43345,1982,eng,533
8459,R11237412,2011,eng,551
6571,W10551947,2011,eng,1071
3902,V1611656,2008,eng,1199
1922,Q32421,2005,eng,1542
327,X9275658,2011,eng,23487
5345,V6087756,2010,eng,3960
8838,X2978,1933,,1093
6931,R41502,2007,en-US,797
7671,R896622,1974,,562
9762,X142108,2000,,232
5227,U43915,1984,eng,88
5696,V6539596,2009,en-GB,1280
7727,T73184,1995,eng,514
8525,P6080420,2009,en-US,1724
4688,Y542389,1998,eng,669
1939,U826585,1998,en-US,829
8991,X18110808,2013,eng,1029
3232,R189182,1933,en-US,418
1978,Q14241,1995,eng,2259
1656,S38743,1973,en-US,742
8956,P125540,1994,,375
9109,V22857396,2014,eng,1625
3197,Y7039,2000,en-GB,2273
8603,P13601550,2012,eng,1212
1121,U394535,1985,eng,7307
1217,Q11901,1990,eng,2997
9197,X11318,,eng,232
7921,T5048174,1962,eng,806
2811,Q189811,1988,en-GB,249
2613,S22738563,2014,eng,7218
5460,R38502,1969,eng,385
9061,T348564,1964,eng,750
8079,P59780,1965,en-US,743
6941,V129616,1988,eng,753
6272,W92307,1927,eng,437
8277,W2296567,2008,,2196
2895,Y17331349,2014,eng,2675
5703,X316558,2007,eng,2593
9254,P68530,2002,en-US,343
763,W11337,1970,eng,4963
4114,S890143,2004,en-GB,2359
1533,V31336,1992,en-US,1161
3257,R23602562,2015,,5858
6771,X14745338,2012,en-US,956
5841,Y24019,1995,,243
8630,Q7940591,2010,eng,1355
1160,R2052,1939,eng,3884
4633,R206682,2006,en-US,1656
3449,R85392,1997,eng,1081
9426,V11239856,2011,eng,947
1755,T14554,1985,eng,1599
9685,Y434229,1958,,183
7026,V337116,1990,en-US,910
2495,X222458,2006,,4000
9340,R25893582,2016,eng,3127
3113,Y8205669,2009,en-US,4033
6493,W21518647,2013,,2984
9103,Q15561,1987,,157
4115,T17910054,2014,eng,3053
2231,U141565,2006,,1266
2503,U6117055,2009,en-GB,1620
9317,S4633,1970,,513
6658,X1169808,1991,en-US,730
7436,P416580,1995,en-US,452
2681,S1858013,2007,eng,1606
7076,U6606855,2007,eng,307
5355,S178813,2003,eng,703
2009,V14996,2006,eng,2165
2723,T26109394,2016,eng,4096
2213,T32424,1988,eng,1631
2285,S13813,1986,en-GB,494
6254,U7719355,2010,eng,2423
8092,X8008928,2010,eng,1517
6507,R15797722,2013,eng,1439
717,Q11742691,2012,en-US,384
709,Y4009,1953,eng,3423
8811,S31493,1998,eng,884
9131,U18161265,2014,eng,1369
2006,P2890090,2013,eng,3565
1854,U10872085,2011,eng,4459
180,V52036,1922,eng,11518
4682,X825508,1993,eng,1239
8190,U9349915,2011,en-US,1962
7857,Y22571699,2015,eng,1776
7070,S1632833,2008,eng,529
2943,P8573020,2011,en-US,5929
8194,T671724,2004,eng,304
8433,R3872,2005,en-US,1583
9051,P1376220,2005,ind,715
4585,V46656,1998,eng,69
6554,T28484,1993,en-US,120
9990,Q294081,1989,eng,421
948,P187020,2001,eng,3722
8978,R121792,1991,,206
7591,Y20706269,2014,eng,2112
2578,W5197,1993,en-US,2565
335,Y6689,1961,eng,5120
6197,Y197459,2006,en-US,371
8547,R1833852,2008,,1552
5941,U7277715,2010,en-US,1128
7596,Y11919,2005,eng,781
9871,Y55019,1989,en-US,352
8533,V153136,1988,,135
6865,T45234,1996,en-US,1690
7156,P6264710,2009,eng,1295
616,T14864,2000,eng,6231
7143,Q62571,1981,en-US,531
4861,S33333,2000,en-US,704
6010,P953260,2004,,2224
7629,X978098,2005,eng,344
8736,P6150530,2009,en-US,605
1747,Y4499669,2008,en-US,482
3455,T110444,2003,eng,1092
8440,Y23289,1914,eng,481
7455,S25817493,2016,eng,3626
6474,U12712435,2012,,2405
6888,P136640,2003,,491
4618,P8045080,2010,eng,1541
2035,U7857195,2010,eng,4897
9942,X16074758,2013,eng,2631
4584,W10037,1947,eng,572
165,W13497,2005,en-US,18876
1304,S99383,2004,eng,2307
5744,Q9581001,2011,en-US,2205
2110,Q29801,2005,,1262
3897,V106076,2000,eng,591
8428,W42407,1933,en-US,39
3744,U21685,1994,en-US,1639
1519,W827,1995,eng,2821
1,R2767052,2008,eng,155254
9804,Y7027569,2010,eng,799
7555,P18806240,2015,eng,3451
6863,Y218659,1965,eng,873
1746,S13153,1995,en-US,455
7877,S20980373,2014,eng,1932
4025,W84777,2002,eng,1239
2963,W53817,1997,en-US,842
5018,W7824997,2010,eng,2965
4458,R536982,2003,eng,474
9314,Q20318201,2014,eng,882
3083,Q3934321,2009,en-US,1651
6659,S26200563,2016,eng,3339
5487,T343614,2006,,326
4852,P29868610,2016,eng,4278
1638,X253058,1997,,835
6874,T458034,2007,eng,1360
1699,X21104828,2015,eng,7964
1113,S51893,1883,eng,2185
3298,R45102,2000,en-US,1011
5625,W2845287,2008,en-US,2519
6907,R10169662,2011,eng,2489
7250,R12383252,2012,eng,1620
341,Q1371,-750,eng,4763
2815,W1205297,2007,en-US,3642
7268,R7926242,2010,en-US,1498
9495,W9260507,2010,eng,569
6878,V13708346,2012,en-US,1732
1593,R13812,1982,en-US,1231
4760,T3338544,1970,ara,1682
9517,P17810,1997,eng,950
6427,T11824,1986,eng,1132
2718,P63720,1999,eng,969
9711,X104088,1986,en-US,394
3653,W32257,2003,eng,1316
4155,R8163722,2010,eng,1092
2309,P597790,2007,eng,2413
1554,T59264,2006,eng,1783
3912,U2071575,2008,en-US,2316
3450,P7948230,2009,en-US,4324
1082,Y19288239,2013,eng,8264
4281,Q6758331,2010,eng,1155
2832,W20706317,2014,eng,5236
9584,X110388,2006,eng,866
4991,T13041934,2011,eng,673
4764,P17314410,2013,eng,2028
3295,P28250,2002,eng,1039
4258,Q803171,2003,eng,1103
4014,R3562,1923,eng,1152
7749,Y3379,2001,,531
6101,X30658,1641,eng,367
5011,V18167006,2014,eng,3322
8543,Y148769,2003,eng,1481
5779,Y61329,1991,en-US,322
2251,U7159515,2010,en-US,6113
8184,Y20890479,2014,eng,2450
7920,Y12675109,2011,eng,458
4740,S213233,2007,en-US,1579
6343,U16055475,2013,eng,1559
1064,P5890,1859,eng,5668
7616,S1219103,1863,,282
1203,P12000020,2012,,19200
6071,V15843166,2013,,2647
7807,V13616,2004,eng,560
9979,Q16951,1964,eng,322
5206,V13066,2000,eng,1069
787,W7821447,2010,,7386
7784,Y22469,2001,eng,330
1604,U270805,2007,en-US,3125
5339,S1493253,1998,eng,156
2484,V3052106,2009,eng,104
3176,R261122,2007,eng,1758
8780,Q8369681,2011,eng,1805
6896,R30292,-385,eng,187
6123,X348,1957,eng,829
1955,T18864,1998,eng,1829
2817,U105,1985,eng,552
1389,T22284,2003,eng,2196
3108,Q6541,1996,en-US,649
3659,W22836957,2002,,3162
5104,P8296140,2010,,1914
8318,V6045456,2009,eng,1238
3612,U380975,1994,,525
9281,T1524,-458,eng,187
8514,R43352,1993,eng,305
5158,Y59819,1999,en-US,581
4388,S9833,2006,eng,1600
3710,Y129619,1989,eng,1420
62,R119322,1995,eng,14915
2580,U24820165,2015,eng,3841
5876,T19674,2003,eng,500
9811,P10518110,2011,eng,839
2470,P62530,2006,eng,1256
384,S2282133,2008,eng,10056
210,W345627,2007,en-US,19720
1543,V13573236,2012,,6871
8073,W3673357,2009,en-US,1809
9947,V21393526,2015,eng,2910
1278,X13888,2005,en-US,1410
6518,U6506085,2009,eng,222
9018,P2437710,2008,eng,692
6538,R23485372,2015,en-GB,1443
8623,U61665,1997,,366
5853,S406373,1832,eng,831
1993,R31332,1998,en-US,756
8852,P12390650,2011,eng,1676
2287,Q3570231,2008,en-US,2429
8197,U493455,2007,,805
2886,S16248113,2013,eng,4713
1406,W6668467,2009,en-GB,8900
829,W3087,1908,eng,3969
7388,P2141830,2008,,413
6632,X114308,1963,en-US,525
4383,P38180,1957,eng,1837
7904,U355,1984,en-US,415
1983,U11479285,2011,eng,3706
5347,Y26999,2004,eng,1257
3266,V4634266,2008,jpn,147
8193,Q17934521,2014,eng,1891
8770,X8793878,2010,eng,932
1573,P5360,2001,eng,3334
2757,R7742,1999,en-US,2360
1381,S27003,2001,en-US,8521
9913,X25912358,2016,eng,3018
3020,S7723,1915,eng,1268
5459,W29430007,2016,eng,2246
5683,S826583,2000,,317
3741,Y8701129,2011,eng,2160
1427,U153025,2007,en-US,6430
8526,Y592089,2004,eng,1284
7188,U1653655,2008,eng,1154
8628,X25663888,2016,eng,1971
4697,W12758317,2012,,3137
1350,T47624,2001,en-US,2247
2671,W41977,1990,eng,1469
3463,W8559047,2011,eng,2285
302,Y7812659,2010,eng,12769
7338,V4986,1999,eng,612
5359,Q21721,2003,en-US,815
9146,Y7261549,2010,eng,560
1506,W1427,2005,eng,2731
7918,S8689913,2011,eng,2150
3681,S33443,2000,eng,2260
2034,T33454,1995,eng,2221
6456,Y219499,1886,eng,523
5456,X11208,1991,eng,1276
9558,T21857294,2014,eng,1845
1765,Y858719,1963,,536
8385,W13528417,2012,eng,1781
2788,Q22609391,2015,eng,4425
1339,T813214,1980,en-US,1440
547,Y8909,1897,eng,4930
6451,V15942636,2013,eng,2261
4182,Q28691,1993,eng,237
7702,W23252517,2014,eng,2938
6083,U116295,1992,en-GB,40
3467,T13495034,2012,eng,2547
8354,X252938,2006,en-US,361
2385,Q91981,1988,en-US,1207
2891,V6545536,2010,eng,518
7713,Y6255949,2004,eng,1463
9591,P17342700,2014,eng,2178
4340,X6319978,2009,en-US,1543
8845,Q6713071,2009,en-US,504
495,S4953,2000,eng,8673
2084,T2845024,2008,eng,4148
8260,R1918702,1989,eng,863
310,X14748,2001,en-US,5500
3016,X9298,1999,en-US,755
6622,U780845,2001,eng,106
767,W110737,1999,en-US,3636
770,V13006,1599,eng,3044
670,S11573,1979,en-US,2294
9766,P19400,1776,eng,382
4143,U18298225,2014,eng,3716
3814,X6547188,2010,eng,1149
8352,S10108463,2011,eng,1703
1379,V13136,2002,eng,2128
3316,W176327,2005,en-US,2869
3034,U129645,2000,en-US,1043
2816,U9284655,2011,eng,5262
3499,Q3061,1941,en-US,50
8298,V33906,2007,en-US,1608
5161,Y24452249,2015,eng,3092
7447,U9995135,2012,eng,1177
2120,R6693332,2010,eng,1665
8752,S829313,1989,en-US,490
4707,W37847,1998,eng,1034
2329,U313605,1981,en-US,1113
1896,Q1000751,1912,eng,1424
9983,X8539798,2009,fre,153
1038,Y310459,1976,eng,3811
1158,W42697,1958,eng,1442
2440,Q12781,1988,eng,3036
8578,S394683,1970,eng,162
1224,Q771,1999,en-US,1563
7950,W2358737,2008,en-US,1418
1589,Y10579,2002,eng,1715
4576,T30253864,2016,eng,5022
9496,Q239381,1987,eng,49
926,W22609317,2015,eng,9278
5572,P674220,2004,eng,1143
4330,R22632,-400,en-US,319
4272,R39542,1998,,276
4873,Q22237161,2015,eng,3715
7331,P5093760,2009,eng,1089
7712,V2122216,2003,ind,159
8831,R100322,1987,eng,572
1503,R8682,1984,eng,3099
2763,P752900,-431,en-GB,1037
3870,W76867,2000,eng,1151
7068,R929782,1909,eng,741
9688,W136977,2001,,482
2268,S462033,2003,en-US,5293
1827,X65118,2001,en-GB,1727
1004,V9961796,2011,en-US,13224
1081,S12959233,2012,eng,6821
6797,W4703427,2009,eng,427
4286,Y18999,1979,,599
6276,Q7201,1990,,631
2066,V762806,1981,eng,807
1208,V133266,1990,en-GB,1039
2581,V7415016,2010,eng,2843
8763,S40313,2002,en-US,319
9465,P105920,2001,eng,268
1547,V6976,2004,eng,5910
6175,Q8951,2002,,405
7275,T13547504,2012,eng,1875
8135,T96594,2007,,457
317,T13214,1969,en-US,6666
9294,U18232495,2014,eng,1149
7255,V17190226,2013,eng,1437
8678,V15723286,2013,eng,2041
5424,W255127,1990,,322
9902,R236862,2006,eng,1041
7720,V208146,1993,en-US,1138
3293,Y176839,1994,,1096
9500,Q13056511,2012,eng,1122
8069,W58547,2002,,471
5358,R395182,1954,eng,1430
1878,X12948,1898,eng,4401
4362,X12799058,2012,eng,1966
5866,Q18115061,2014,eng,2480
8239,Y32349,1990,eng,1357
7028,P13425570,2012,,1349
8701,X280958,1991,,4
5764,Q198331,2001,en-US,418
8187,S4808763,1956,eng,760
8058,R13065142,2011,eng,1369
2028,Q13521,2004,eng,3339
7662,S57913,1975,eng,732
4013,Y7324659,2010,en-US,2102
2615,U4135,2006,eng,1412
1167,V6656,1308,eng,2745
3068,U9595,1976,eng,1043
8210,Q132391,1836,en-US,698
4104,U5695,1872,eng,956
873,X78418,1999,eng,4863
922,T231604,1997,eng,3098
1812,P13810,1982,en-US,524
5974,P22054340,2014,eng,1858
2088,Q16130291,2013,eng,5804
7939,T19090384,2012,eng,1899
6354,Q10031,1939,eng,452
6130,P52350,1972,eng,1435
566,T25041504,2015,eng,16879
1760,R7243142,2010,eng,3022
416,W6327,1983,en-US,5190
201,Q6411961,2009,eng,24199
14,S7613,1945,eng,35472
9557,X857418,1945,,394
4650,V222576,1975,eng,678
6633,X169718,1922,,973
6253,W24709327,2015,eng,1379
8510,U103815,2005,en-US,516
7653,U7514925,2012,eng,4012
4731,U1305,1998,,1561
7215,X25527908,2016,eng,2161
7860,X132688,1989,en-US,102
7312,U25293695,2016,eng,2362
1579,V6472246,2010,en-US,2918
7793,U7165405,2010,en-US,499
9716,V586516,1985,en-US,379
9882,Q18367581,2014,eng,2727
529,S7733,1726,eng,3927
7054,X8948,2002,,741
166,S7735333,2010,eng,30226
7299,V2249196,2009,eng,251
4409,R13323842,2012,en-GB,1462
920,X22318578,2011,eng,17320
8219,P17233800,2013,eng,2517
1210,P77390,1909,en-US,3004
5142,V6926176,2010,en-US,1128
3325,X7557548,1997,eng,51
7443,T31538614,2016,eng,1246
580,X222078,1950,en-US,470
998,V44186,1971,eng,2504
5514,R166562,2004,en-US,1659
5369,X612188,1961,eng,453
8600,W1821187,2002,ger,1549
6095,U18077875,2014,eng,1919
1442,Y21844019,2014,eng,8270
1499,W28587957,2016,eng,11839
1667,V8492856,2011,eng,4082
769,R188572,1894,eng,2774
9299,P645180,2007,eng,1701
607,U8755785,2014,eng,19582
2443,V17158596,2013,eng,4562
6524,S851393,1418,,595
5186,U18616975,2013,eng,1775
9674,Y25801299,2015,en-US,857
95,W5297,1891,eng,19647
8377,R244102,2001,en-US,1220
7483,W370057,2001,,284
4624,X9591398,2011,eng,4718
1454,T7714,1912,en-US,1664
9395,S38703,2006,eng,1387
3729,X2241558,2008,eng,2457
4833,W9442157,2011,eng,1837
3230,Y119,2002,en-US,67
3417,T328854,1999,en-GB,2117
6993,V22151696,2014,eng,1172
1630,Q3475161,2009,en-US,2144
1518,U17125,1962,eng,2915
5337,X136638,2005,eng,713
3055,Q16791,1993,eng,454
5777,X15888,1997,eng,1088
276,Y29579,1951,eng,6240
1301,P1110,2005,eng,2266
7821,Q13507011,2012,eng,1353
1498,R11602,1999,eng,1588
6172,R3080212,2008,eng,720
1229,V786256,1993,en-US,1148
877,R27712,1979,eng,4303
8397,T294044,2003,eng,453
9845,Q13360101,2012,eng,1502
9199,Y127249,2005,eng,622
3938,W286507,1988,en-US,213
6905,T25422234,2015,eng,2701
6556,U1129315,1987,en-US,54
2382,Y45109,2002,eng,823
9484,S10720733,2010,eng,1217
7532,S18775203,2014,eng,2243
5616,V23966,1998,eng,693
3175,W2029927,2008,eng,2036
8847,R96642,1998,,1407
1970,Y41219,1990,eng,3563
2014,Q185911,1985,eng,578
1696,V27266,2006,en-US,4316
7513,S116343,1973,eng,418
383,Q1241,2003,en-CA,10857
8565,V115476,1904,eng,463
5889,S59813,2006,en-GB,748
3269,X24499258,2015,eng,4629
41,W28187,2005,eng,46006
2779,S16001443,2012,eng,2033
2898,Q92121,1970,en-US,1354
9419,X8100288,2010,eng,698
438,U6469165,2009,eng,17382
8491,V92846,2001,eng,155
1859,S12543,1994,,5306
5115,V49596,1922,eng,1924
3258,R116012,2000,eng,699
5640,X23317538,2015,en-GB,1910
5984,Y13477819,2012,en-US,2123
9252,X24938,2004,,38
6523,R55022,1987,eng,832
3835,S26023,2007,eng,1653
8395,W18246727,2014,eng,3439
9621,S6330323,2009,en-US,1563
8023,U10765,2004,en-US,1100
3474,Y18138189,2014,eng,1402
5466,R18053782,2014,eng,2417
9568,P1207980,1957,,506
2639,V2761626,2008,eng,2722
3289,W263147,2003,en-US,2082
2152,R1651302,2007,eng,2204
2765,V821056,1955,,933
4202,S63033,1998,en-US,2575
4451,V20170296,2014,eng,3047
8938,X18404248,2014,eng,1846
1830,V6134826,2009,eng,3611
1676,S9593,1985,,2134
4461,R22886612,2015,eng,1605
1058,Q16331,1930,eng,2199
9342,Y263149,2003,eng,696
2322,V9500416,2011,en-CA,4272
557,V10956,1993,eng,7547
7092,U103035,1988,en-US,374
1109,Y6466909,2009,en-US,191
324,U16068905,2013,eng,39353
3327,P16120760,2013,eng,3633
8460,P28760,1990,eng,238
3254,Q74731,2004,en-US,2641
2762,V3819326,2009,eng,3599
6984,U6617185,2009,en-US,541
8897,P774060,1991,,325
4149,Y1519,-458,eng,705
4604,Y16033909,2013,eng,1781
1088,S31463,1874,eng,4277
1163,Y65119,2000,en-US,2962
5668,P257990,1990,eng,615
5272,V18341046,2013,eng,2776
1084,V59716,1927,eng,4775
6483,Y918789,1961,,94
7594,R5552,1985,,358
9976,Y6351939,2009,en-US,855
7781,V4714126,2009,en-GB,551
8009,T1219954,1985,eng,179
1460,T24,2000,eng,4455
9520,W15803037,2013,eng,1242
3972,S356373,1976,,224
8437,V10790276,2011,,363
4577,R317282,2007,en-US,2446
2750,Q25051,1947,eng,1080
2738,U533465,2000,en-US,3558
3521,X14498,1996,eng,457
7697,Q3665811,2009,eng,553
2128,V77156,1999,en-US,3713
4035,U3895,1999,en-GB,160
7553,X9917998,2011,eng,1362
9375,Q914211,2007,en-GB,470
1320,V3586,1914,,328
9637,R6596542,2008,eng,1640
9783,S17671913,2013,eng,839
4902,V74256,1959,fre,514
8471,S682793,1893,eng,854
919,T7354,1993,eng,4044
6725,Q14461,2005,en-US,1528
7886,U28735,1991,eng,227
1414,T3464,2003,en-US,2583
858,V15839976,2014,eng,15775
8657,U17936925,2014,eng,2081
5441,V19747756,2006,eng,1463
6388,V1754206,2008,en-US,899
8635,R360562,1988,eng,303
2094,X9583508,2011,eng,4838
5574,W7558747,2010,eng,3765
2733,Q1099301,2007,en-US,3180
6904,T24504274,2015,eng,3091
6754,V13516846,2012,eng,2482
7414,X351648,2007,en-US,2066
1815,Y5509,1987,eng,629
3979,Q18431,2004,eng,1984
9380,X11738128,2012,eng,1381
2150,V132336,1991,en-US,927
854,P22290,1999,eng,4657
5727,U49245,1986,eng,532
9205,S11076123,2011,eng,1392
5336,R147602,2000,eng,276
5911,X50618,2002,eng,899
8124,S10365343,2010,eng,2515
745,Q12868761,2012,eng,15544
5361,R276342,2000,,1066
458,T20170404,2014,eng,24215
7328,S7685763,2010,eng,834
865,X10628,1978,en-GB,2038
2703,R10882,1966,fre,1173
3712,R385742,2004,eng,1683
943,V4136,1997,eng,4509
8126,R127712,1993,eng,589
5021,P16163690,2013,eng,2933
5346,W11437,1988,en-US,825
9335,U6049585,2009,en-US,1165
9757,R1145862,1994,en-US,734
9057,X6987558,2010,eng,1076
3042,R217432,2003,eng,1525
592,S117833,1967,eng,7365
9988,W129237,1971,eng,168
9404,W74997,1944,en-US,226
2206,T9902804,2011,eng,1582
8064,V113576,2003,,383
8062,U116445,2004,eng,1296
8099,X14358,1980,eng,643
7812,Q11041,1977,eng,887
5252,V16006,1991,eng,1063
6257,S53343,1976,eng,1174
9196,X13543138,2012,eng,1813
134,R3777732,2009,en-US,22736
1281,Y13503109,2012,eng,6656
7675,V7840156,2010,en-US,779
